drugbankid,atccodes,targets,name
NUTR00043,A05BA06,High affinity cationic amino acid transporter 1,Ornithine
NUTR00043,A05BA06,Low affinity cationic amino acid transporter 2,Ornithine
NUTR00043,A05BA06,Mitochondrial ornithine transporter 2,Ornithine
NUTR00043,A05BA06,"Arginase-2, mitochondrial",Ornithine
NUTR00043,A05BA06,Mitochondrial ornithine transporter 1,Ornithine
NUTR00043,A05BA06,"Glycine amidinotransferase, mitochondrial",Ornithine
DB00130,A16AA03,CTP synthase 1,L-Glutamine
DB00130,A16AA03,Amidophosphoribosyltransferase,L-Glutamine
DB00130,A16AA03,Glutamine synthetase,L-Glutamine
NUTR00026,A16AA03,CTP synthase 1,L-Glutamine
NUTR00026,A16AA03,Amidophosphoribosyltransferase,L-Glutamine
NUTR00026,A16AA03,Glutamine synthetase,L-Glutamine
DB00134,V03AB26,Methionine synthase reductase,Methionine
DB00134,V03AB26,Methionine synthase,Methionine
DB00134,V03AB26,Methionine aminopeptidase 2,Methionine
DB00134,V03AB26,Betaine--homocysteine S-methyltransferase 1,Methionine
DB00134,V03AB26,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Methionine
NUTR00038,V03AB26,Methionine synthase reductase,Methionine
NUTR00038,V03AB26,Methionine synthase,Methionine
NUTR00038,V03AB26,Methionine aminopeptidase 2,Methionine
NUTR00038,V03AB26,Betaine--homocysteine S-methyltransferase 1,Methionine
NUTR00038,V03AB26,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Methionine
DB00136,D05AX03,Vitamin D3 receptor,Calcitriol
DB00136,D05AX03,Homeobox protein Hox-A10,Calcitriol
DB00136,A11CC04,Vitamin D3 receptor,Calcitriol
DB00136,A11CC04,Homeobox protein Hox-A10,Calcitriol
NUTR00003,D05AX03,Vitamin D3 receptor,Calcitriol
NUTR00003,D05AX03,Homeobox protein Hox-A10,Calcitriol
NUTR00003,A11CC04,Vitamin D3 receptor,Calcitriol
NUTR00003,A11CC04,Homeobox protein Hox-A10,Calcitriol
APRD00246,D05AX03,Vitamin D3 receptor,Calcitriol
APRD00246,D05AX03,Homeobox protein Hox-A10,Calcitriol
APRD00246,A11CC04,Vitamin D3 receptor,Calcitriol
APRD00246,A11CC04,Homeobox protein Hox-A10,Calcitriol
DB05314,D05AX03,Vitamin D3 receptor,Calcitriol
DB05314,D05AX03,Homeobox protein Hox-A10,Calcitriol
DB05314,A11CC04,Vitamin D3 receptor,Calcitriol
DB05314,A11CC04,Homeobox protein Hox-A10,Calcitriol
DB00140,A11HA04,Riboflavin kinase,Riboflavin
DB00140,A11HA04,Riboflavin synthase,Riboflavin
DB00140,A11HA04,Flavin reductase (NADPH),Riboflavin
DB00140,S01XA26,Riboflavin kinase,Riboflavin
DB00140,S01XA26,Riboflavin synthase,Riboflavin
DB00140,S01XA26,Flavin reductase (NADPH),Riboflavin
NUTR00010,A11HA04,Riboflavin kinase,Riboflavin
NUTR00010,A11HA04,Riboflavin synthase,Riboflavin
NUTR00010,A11HA04,Flavin reductase (NADPH),Riboflavin
NUTR00010,S01XA26,Riboflavin kinase,Riboflavin
NUTR00010,S01XA26,Riboflavin synthase,Riboflavin
NUTR00010,S01XA26,Flavin reductase (NADPH),Riboflavin
APRD00626,A11HA04,Riboflavin kinase,Riboflavin
APRD00626,A11HA04,Riboflavin synthase,Riboflavin
APRD00626,A11HA04,Flavin reductase (NADPH),Riboflavin
APRD00626,S01XA26,Riboflavin kinase,Riboflavin
APRD00626,S01XA26,Riboflavin synthase,Riboflavin
APRD00626,S01XA26,Flavin reductase (NADPH),Riboflavin
EXPT02760,A11HA04,Riboflavin kinase,Riboflavin
EXPT02760,A11HA04,Riboflavin synthase,Riboflavin
EXPT02760,A11HA04,Flavin reductase (NADPH),Riboflavin
EXPT02760,S01XA26,Riboflavin kinase,Riboflavin
EXPT02760,S01XA26,Riboflavin synthase,Riboflavin
EXPT02760,S01XA26,Flavin reductase (NADPH),Riboflavin
DB09358,A11HA04,Riboflavin kinase,Riboflavin
DB09358,A11HA04,Riboflavin synthase,Riboflavin
DB09358,A11HA04,Flavin reductase (NADPH),Riboflavin
DB09358,S01XA26,Riboflavin kinase,Riboflavin
DB09358,S01XA26,Riboflavin synthase,Riboflavin
DB09358,S01XA26,Flavin reductase (NADPH),Riboflavin
DB00142,A09AB01,Metabotropic glutamate receptor 1,Glutamic acid
DB00142,A09AB01,Metabotropic glutamate receptor 4,Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, kainate 4",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, kainate 5",Glutamic acid
DB00142,A09AB01,Metabotropic glutamate receptor 7,Glutamic acid
DB00142,A09AB01,Metabotropic glutamate receptor 8,Glutamic acid
DB00142,A09AB01,Excitatory amino acid transporter 5,Glutamic acid
DB00142,A09AB01,5-oxoprolinase,Glutamic acid
DB00142,A09AB01,Phosphoribosylformylglycinamidine synthase,Glutamic acid
DB00142,A09AB01,"Branched-chain-amino-acid aminotransferase, mitochondrial",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, NMDA 2D",Glutamic acid
DB00142,A09AB01,"Glutaminase kidney isoform, mitochondrial",Glutamic acid
DB00142,A09AB01,"Aspartate aminotransferase, mitochondrial",Glutamic acid
DB00142,A09AB01,Bifunctional glutamate/proline--tRNA ligase,Glutamic acid
DB00142,A09AB01,Asparagine synthetase [glutamine-hydrolyzing],Glutamic acid
DB00142,A09AB01,Glutamine synthetase,Glutamic acid
DB00142,A09AB01,"Aspartate aminotransferase, cytoplasmic",Glutamic acid
DB00142,A09AB01,Tyrosine aminotransferase,Glutamic acid
DB00142,A09AB01,Alanine aminotransferase 1,Glutamic acid
DB00142,A09AB01,Vitamin K-dependent gamma-carboxylase,Glutamic acid
DB00142,A09AB01,Excitatory amino acid transporter 1,Glutamic acid
DB00142,A09AB01,Excitatory amino acid transporter 2,Glutamic acid
DB00142,A09AB01,Excitatory amino acid transporter 3,Glutamic acid
DB00142,A09AB01,Glutamate--cysteine ligase catalytic subunit,Glutamic acid
DB00142,A09AB01,Excitatory amino acid transporter 4,Glutamic acid
DB00142,A09AB01,"Glutamate dehydrogenase 2, mitochondrial",Glutamic acid
DB00142,A09AB01,GMP synthase [glutamine-hydrolyzing],Glutamic acid
DB00142,A09AB01,"Branched-chain-amino-acid aminotransferase, cytosolic",Glutamic acid
DB00142,A09AB01,"4-aminobutyrate aminotransferase, mitochondrial",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, NMDA 1",Glutamic acid
DB00142,A09AB01,"Folylpolyglutamate synthase, mitochondrial",Glutamic acid
DB00142,A09AB01,Glutamyl aminopeptidase,Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, NMDA 2A",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, NMDA 2B",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, NMDA 2C",Glutamic acid
DB00142,A09AB01,Aspartate aminotransferase,Glutamic acid
DB00142,A09AB01,"Probable glutamate--tRNA ligase, mitochondrial",Glutamic acid
DB00142,A09AB01,Glutamine-dependent NAD(+) synthetase,Glutamic acid
DB00142,A09AB01,"N-acetylglutamate synthase, mitochondrial",Glutamic acid
DB00142,A09AB01,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, NMDA 3A",Glutamic acid
DB00142,A09AB01,Alanine aminotransferase 2,Glutamic acid
DB00142,A09AB01,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",Glutamic acid
DB00142,A09AB01,"Glutaminase liver isoform, mitochondrial",Glutamic acid
DB00142,A09AB01,Aspartyl aminopeptidase,Glutamic acid
DB00142,A09AB01,Cystine/glutamate transporter,Glutamic acid
DB00142,A09AB01,Carboxypeptidase Q,Glutamic acid
DB00142,A09AB01,Phosphoserine aminotransferase,Glutamic acid
DB00142,A09AB01,"Glutamate dehydrogenase 1, mitochondrial",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, kainate 1",Glutamic acid
DB00142,A09AB01,Glutamate receptor 1,Glutamic acid
DB00142,A09AB01,Glutamate--cysteine ligase regulatory subunit,Glutamic acid
DB00142,A09AB01,Glutamate carboxypeptidase 2,Glutamic acid
DB00142,A09AB01,Glutamate decarboxylase 2,Glutamic acid
DB00142,A09AB01,Glutamate decarboxylase 1,Glutamic acid
DB00142,A09AB01,Formimidoyltransferase-cyclodeaminase,Glutamic acid
DB00142,A09AB01,Glutamate receptor 2,Glutamic acid
DB00142,A09AB01,Glutamate receptor 3,Glutamic acid
DB00142,A09AB01,Glutamate receptor 4,Glutamic acid
DB00142,A09AB01,Delta-1-pyrroline-5-carboxylate synthase,Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, kainate 2",Glutamic acid
DB00142,A09AB01,"Glutamate receptor ionotropic, kainate 3",Glutamic acid
NUTR00027,A09AB01,Metabotropic glutamate receptor 1,Glutamic acid
NUTR00027,A09AB01,Metabotropic glutamate receptor 4,Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, kainate 4",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, kainate 5",Glutamic acid
NUTR00027,A09AB01,Metabotropic glutamate receptor 7,Glutamic acid
NUTR00027,A09AB01,Metabotropic glutamate receptor 8,Glutamic acid
NUTR00027,A09AB01,Excitatory amino acid transporter 5,Glutamic acid
NUTR00027,A09AB01,5-oxoprolinase,Glutamic acid
NUTR00027,A09AB01,Phosphoribosylformylglycinamidine synthase,Glutamic acid
NUTR00027,A09AB01,"Branched-chain-amino-acid aminotransferase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, NMDA 2D",Glutamic acid
NUTR00027,A09AB01,"Glutaminase kidney isoform, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Aspartate aminotransferase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,Bifunctional glutamate/proline--tRNA ligase,Glutamic acid
NUTR00027,A09AB01,Asparagine synthetase [glutamine-hydrolyzing],Glutamic acid
NUTR00027,A09AB01,Glutamine synthetase,Glutamic acid
NUTR00027,A09AB01,"Aspartate aminotransferase, cytoplasmic",Glutamic acid
NUTR00027,A09AB01,Tyrosine aminotransferase,Glutamic acid
NUTR00027,A09AB01,Alanine aminotransferase 1,Glutamic acid
NUTR00027,A09AB01,Vitamin K-dependent gamma-carboxylase,Glutamic acid
NUTR00027,A09AB01,Excitatory amino acid transporter 1,Glutamic acid
NUTR00027,A09AB01,Excitatory amino acid transporter 2,Glutamic acid
NUTR00027,A09AB01,Excitatory amino acid transporter 3,Glutamic acid
NUTR00027,A09AB01,Glutamate--cysteine ligase catalytic subunit,Glutamic acid
NUTR00027,A09AB01,Excitatory amino acid transporter 4,Glutamic acid
NUTR00027,A09AB01,"Glutamate dehydrogenase 2, mitochondrial",Glutamic acid
NUTR00027,A09AB01,GMP synthase [glutamine-hydrolyzing],Glutamic acid
NUTR00027,A09AB01,"Branched-chain-amino-acid aminotransferase, cytosolic",Glutamic acid
NUTR00027,A09AB01,"4-aminobutyrate aminotransferase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, NMDA 1",Glutamic acid
NUTR00027,A09AB01,"Folylpolyglutamate synthase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,Glutamyl aminopeptidase,Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, NMDA 2A",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, NMDA 2B",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, NMDA 2C",Glutamic acid
NUTR00027,A09AB01,Aspartate aminotransferase,Glutamic acid
NUTR00027,A09AB01,"Probable glutamate--tRNA ligase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,Glutamine-dependent NAD(+) synthetase,Glutamic acid
NUTR00027,A09AB01,"N-acetylglutamate synthase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, NMDA 3A",Glutamic acid
NUTR00027,A09AB01,Alanine aminotransferase 2,Glutamic acid
NUTR00027,A09AB01,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Glutaminase liver isoform, mitochondrial",Glutamic acid
NUTR00027,A09AB01,Aspartyl aminopeptidase,Glutamic acid
NUTR00027,A09AB01,Cystine/glutamate transporter,Glutamic acid
NUTR00027,A09AB01,Carboxypeptidase Q,Glutamic acid
NUTR00027,A09AB01,Phosphoserine aminotransferase,Glutamic acid
NUTR00027,A09AB01,"Glutamate dehydrogenase 1, mitochondrial",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, kainate 1",Glutamic acid
NUTR00027,A09AB01,Glutamate receptor 1,Glutamic acid
NUTR00027,A09AB01,Glutamate--cysteine ligase regulatory subunit,Glutamic acid
NUTR00027,A09AB01,Glutamate carboxypeptidase 2,Glutamic acid
NUTR00027,A09AB01,Glutamate decarboxylase 2,Glutamic acid
NUTR00027,A09AB01,Glutamate decarboxylase 1,Glutamic acid
NUTR00027,A09AB01,Formimidoyltransferase-cyclodeaminase,Glutamic acid
NUTR00027,A09AB01,Glutamate receptor 2,Glutamic acid
NUTR00027,A09AB01,Glutamate receptor 3,Glutamic acid
NUTR00027,A09AB01,Glutamate receptor 4,Glutamic acid
NUTR00027,A09AB01,Delta-1-pyrroline-5-carboxylate synthase,Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, kainate 2",Glutamic acid
NUTR00027,A09AB01,"Glutamate receptor ionotropic, kainate 3",Glutamic acid
DB00143,V03AB32,Microsomal glutathione S-transferase 3,Glutathione
DB00143,V03AB32,Hematopoietic prostaglandin D synthase,Glutathione
DB00143,V03AB32,Glutathione S-transferase A1,Glutathione
DB00143,V03AB32,Glutathione S-transferase A2,Glutathione
DB00143,V03AB32,Microsomal glutathione S-transferase 1,Glutathione
DB00143,V03AB32,S-formylglutathione hydrolase,Glutathione
DB00143,V03AB32,Gamma-glutamyltranspeptidase 1,Glutathione
DB00143,V03AB32,Glutathione S-transferase Mu 2,Glutathione
DB00143,V03AB32,Glutaredoxin-1,Glutathione
DB00143,V03AB32,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Glutathione
DB00143,V03AB32,Glutathione S-transferase Mu 5,Glutathione
DB00143,V03AB32,Glutathione peroxidase 6,Glutathione
DB00143,V03AB32,"Hydroxyacylglutathione hydrolase, mitochondrial",Glutathione
DB00143,V03AB32,Glutathione peroxidase,Glutathione
DB00143,V03AB32,Glutathione peroxidase 7,Glutathione
DB00143,V03AB32,Microsomal glutathione S-transferase 2,Glutathione
DB00143,V03AB32,Glutathione S-transferase omega-2,Glutathione
DB00143,V03AB32,"Glutaredoxin-2, mitochondrial",Glutathione
DB00143,V03AB32,Lactoylglutathione lyase,Glutathione
DB00143,V03AB32,Leukotriene C4 synthase,Glutathione
DB00143,V03AB32,"Glutathione reductase, mitochondrial",Glutathione
DB00143,V03AB32,Glutathione synthetase,Glutathione
DB00143,V03AB32,Glutathione S-transferase Mu 1,Glutathione
DB00143,V03AB32,Glutathione S-transferase kappa 1,Glutathione
DB00143,V03AB32,Glutathione S-transferase A3,Glutathione
DB00143,V03AB32,Glutathione S-transferase Mu 3,Glutathione
DB00143,V03AB32,Glutathione S-transferase A4,Glutathione
DB00143,V03AB32,Glutathione S-transferase Mu 4,Glutathione
DB00143,V03AB32,Glutathione S-transferase A5,Glutathione
DB00143,V03AB32,Glutathione S-transferase P,Glutathione
DB00143,V03AB32,Glutathione S-transferase omega-1,Glutathione
DB00143,V03AB32,Glutathione peroxidase 1,Glutathione
DB00143,V03AB32,Glutathione peroxidase 2,Glutathione
DB00143,V03AB32,Glutathione S-transferase theta-1,Glutathione
DB00143,V03AB32,Maleylacetoacetate isomerase,Glutathione
DB00143,V03AB32,Epididymal secretory glutathione peroxidase,Glutathione
DB00143,V03AB32,Glutathione peroxidase 3,Glutathione
DB00143,V03AB32,Aldose reductase,Glutathione
DB00143,V03AB32,Matrix metalloproteinase-9,Glutathione
DB00143,V03AB32,Cytochrome P450 3A4,Glutathione
DB00143,V03AB32,Glutathione peroxidase,Glutathione
NUTR00029,V03AB32,Microsomal glutathione S-transferase 3,Glutathione
NUTR00029,V03AB32,Hematopoietic prostaglandin D synthase,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase A1,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase A2,Glutathione
NUTR00029,V03AB32,Microsomal glutathione S-transferase 1,Glutathione
NUTR00029,V03AB32,S-formylglutathione hydrolase,Glutathione
NUTR00029,V03AB32,Gamma-glutamyltranspeptidase 1,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase Mu 2,Glutathione
NUTR00029,V03AB32,Glutaredoxin-1,Glutathione
NUTR00029,V03AB32,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Glutathione
NUTR00029,V03AB32,Glutathione S-transferase Mu 5,Glutathione
NUTR00029,V03AB32,Glutathione peroxidase 6,Glutathione
NUTR00029,V03AB32,"Hydroxyacylglutathione hydrolase, mitochondrial",Glutathione
NUTR00029,V03AB32,Glutathione peroxidase,Glutathione
NUTR00029,V03AB32,Glutathione peroxidase 7,Glutathione
NUTR00029,V03AB32,Microsomal glutathione S-transferase 2,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase omega-2,Glutathione
NUTR00029,V03AB32,"Glutaredoxin-2, mitochondrial",Glutathione
NUTR00029,V03AB32,Lactoylglutathione lyase,Glutathione
NUTR00029,V03AB32,Leukotriene C4 synthase,Glutathione
NUTR00029,V03AB32,"Glutathione reductase, mitochondrial",Glutathione
NUTR00029,V03AB32,Glutathione synthetase,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase Mu 1,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase kappa 1,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase A3,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase Mu 3,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase A4,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase Mu 4,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase A5,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase P,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase omega-1,Glutathione
NUTR00029,V03AB32,Glutathione peroxidase 1,Glutathione
NUTR00029,V03AB32,Glutathione peroxidase 2,Glutathione
NUTR00029,V03AB32,Glutathione S-transferase theta-1,Glutathione
NUTR00029,V03AB32,Maleylacetoacetate isomerase,Glutathione
NUTR00029,V03AB32,Epididymal secretory glutathione peroxidase,Glutathione
NUTR00029,V03AB32,Glutathione peroxidase 3,Glutathione
NUTR00029,V03AB32,Aldose reductase,Glutathione
NUTR00029,V03AB32,Matrix metalloproteinase-9,Glutathione
NUTR00029,V03AB32,Cytochrome P450 3A4,Glutathione
NUTR00029,V03AB32,Glutathione peroxidase,Glutathione
EXPT01650,V03AB32,Microsomal glutathione S-transferase 3,Glutathione
EXPT01650,V03AB32,Hematopoietic prostaglandin D synthase,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase A1,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase A2,Glutathione
EXPT01650,V03AB32,Microsomal glutathione S-transferase 1,Glutathione
EXPT01650,V03AB32,S-formylglutathione hydrolase,Glutathione
EXPT01650,V03AB32,Gamma-glutamyltranspeptidase 1,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase Mu 2,Glutathione
EXPT01650,V03AB32,Glutaredoxin-1,Glutathione
EXPT01650,V03AB32,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Glutathione
EXPT01650,V03AB32,Glutathione S-transferase Mu 5,Glutathione
EXPT01650,V03AB32,Glutathione peroxidase 6,Glutathione
EXPT01650,V03AB32,"Hydroxyacylglutathione hydrolase, mitochondrial",Glutathione
EXPT01650,V03AB32,Glutathione peroxidase,Glutathione
EXPT01650,V03AB32,Glutathione peroxidase 7,Glutathione
EXPT01650,V03AB32,Microsomal glutathione S-transferase 2,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase omega-2,Glutathione
EXPT01650,V03AB32,"Glutaredoxin-2, mitochondrial",Glutathione
EXPT01650,V03AB32,Lactoylglutathione lyase,Glutathione
EXPT01650,V03AB32,Leukotriene C4 synthase,Glutathione
EXPT01650,V03AB32,"Glutathione reductase, mitochondrial",Glutathione
EXPT01650,V03AB32,Glutathione synthetase,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase Mu 1,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase kappa 1,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase A3,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase Mu 3,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase A4,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase Mu 4,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase A5,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase P,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase omega-1,Glutathione
EXPT01650,V03AB32,Glutathione peroxidase 1,Glutathione
EXPT01650,V03AB32,Glutathione peroxidase 2,Glutathione
EXPT01650,V03AB32,Glutathione S-transferase theta-1,Glutathione
EXPT01650,V03AB32,Maleylacetoacetate isomerase,Glutathione
EXPT01650,V03AB32,Epididymal secretory glutathione peroxidase,Glutathione
EXPT01650,V03AB32,Glutathione peroxidase 3,Glutathione
EXPT01650,V03AB32,Aldose reductase,Glutathione
EXPT01650,V03AB32,Matrix metalloproteinase-9,Glutathione
EXPT01650,V03AB32,Cytochrome P450 3A4,Glutathione
EXPT01650,V03AB32,Glutathione peroxidase,Glutathione
DB00145,B05CX03,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Glycine
DB00145,B05CX03,"5-aminolevulinate synthase, nonspecific, mitochondrial",Glycine
DB00145,B05CX03,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",Glycine
DB00145,B05CX03,Glycine--tRNA ligase,Glycine
DB00145,B05CX03,"Glutamate receptor ionotropic, NMDA 2A",Glycine
DB00145,B05CX03,Bile acid-CoA:amino acid N-acyltransferase,Glycine
DB00145,B05CX03,N-arachidonyl glycine receptor,Glycine
DB00145,B05CX03,Glutathione synthetase,Glycine
DB00145,B05CX03,"Glutamate receptor ionotropic, NMDA 2C",Glycine
DB00145,B05CX03,Serine hydroxymethyltransferase,Glycine
DB00145,B05CX03,Glycine N-acyltransferase,Glycine
DB00145,B05CX03,"Serine hydroxymethyltransferase, mitochondrial",Glycine
DB00145,B05CX03,Glycine N-acyltransferase-like protein 2,Glycine
DB00145,B05CX03,Glycine N-acyltransferase-like protein 1,Glycine
DB00145,B05CX03,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Glycine
DB00145,B05CX03,Peroxisomal sarcosine oxidase,Glycine
DB00145,B05CX03,"Glutamate receptor ionotropic, NMDA 3B",Glycine
DB00145,B05CX03,Glycine receptor subunit alpha-1,Glycine
DB00145,B05CX03,Serine--pyruvate aminotransferase,Glycine
DB00145,B05CX03,Glycine receptor subunit beta,Glycine
DB00145,B05CX03,"Serine hydroxymethyltransferase, cytosolic",Glycine
DB00145,B05CX03,Glycine receptor subunit alpha-3,Glycine
DB00145,B05CX03,Glycine receptor subunit alpha-2,Glycine
DB00145,B05CX03,Glycine N-methyltransferase,Glycine
DB00145,B05CX03,"Glycine amidinotransferase, mitochondrial",Glycine
NUTR00028,B05CX03,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Glycine
NUTR00028,B05CX03,"5-aminolevulinate synthase, nonspecific, mitochondrial",Glycine
NUTR00028,B05CX03,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",Glycine
NUTR00028,B05CX03,Glycine--tRNA ligase,Glycine
NUTR00028,B05CX03,"Glutamate receptor ionotropic, NMDA 2A",Glycine
NUTR00028,B05CX03,Bile acid-CoA:amino acid N-acyltransferase,Glycine
NUTR00028,B05CX03,N-arachidonyl glycine receptor,Glycine
NUTR00028,B05CX03,Glutathione synthetase,Glycine
NUTR00028,B05CX03,"Glutamate receptor ionotropic, NMDA 2C",Glycine
NUTR00028,B05CX03,Serine hydroxymethyltransferase,Glycine
NUTR00028,B05CX03,Glycine N-acyltransferase,Glycine
NUTR00028,B05CX03,"Serine hydroxymethyltransferase, mitochondrial",Glycine
NUTR00028,B05CX03,Glycine N-acyltransferase-like protein 2,Glycine
NUTR00028,B05CX03,Glycine N-acyltransferase-like protein 1,Glycine
NUTR00028,B05CX03,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Glycine
NUTR00028,B05CX03,Peroxisomal sarcosine oxidase,Glycine
NUTR00028,B05CX03,"Glutamate receptor ionotropic, NMDA 3B",Glycine
NUTR00028,B05CX03,Glycine receptor subunit alpha-1,Glycine
NUTR00028,B05CX03,Serine--pyruvate aminotransferase,Glycine
NUTR00028,B05CX03,Glycine receptor subunit beta,Glycine
NUTR00028,B05CX03,"Serine hydroxymethyltransferase, cytosolic",Glycine
NUTR00028,B05CX03,Glycine receptor subunit alpha-3,Glycine
NUTR00028,B05CX03,Glycine receptor subunit alpha-2,Glycine
NUTR00028,B05CX03,Glycine N-methyltransferase,Glycine
NUTR00028,B05CX03,"Glycine amidinotransferase, mitochondrial",Glycine
DB00146,A11CC06,Vitamin D3 receptor,Calcifediol
NUTR00006,A11CC06,Vitamin D3 receptor,Calcifediol
APRD00428,A11CC06,Vitamin D3 receptor,Calcifediol
DB00150,N06AX02,"Tryptophan--tRNA ligase, mitochondrial",Tryptophan
DB00150,N06AX02,Tryptophan--tRNA ligase,Tryptophan
DB00150,N06AX02,"Tryptophan--tRNA ligase, cytoplasmic",Tryptophan
NUTR00058,N06AX02,"Tryptophan--tRNA ligase, mitochondrial",Tryptophan
NUTR00058,N06AX02,Tryptophan--tRNA ligase,Tryptophan
NUTR00058,N06AX02,"Tryptophan--tRNA ligase, cytoplasmic",Tryptophan
EXPT02064,N06AX02,"Tryptophan--tRNA ligase, mitochondrial",Tryptophan
EXPT02064,N06AX02,Tryptophan--tRNA ligase,Tryptophan
EXPT02064,N06AX02,"Tryptophan--tRNA ligase, cytoplasmic",Tryptophan
DB00152,A11DA01,Thiamin pyrophosphokinase 1,Thiamine
NUTR00009,A11DA01,Thiamin pyrophosphokinase 1,Thiamine
APRD00552,A11DA01,Thiamin pyrophosphokinase 1,Thiamine
EXPT03222,A11DA01,Thiamin pyrophosphokinase 1,Thiamine
DB00153,A11CC01,Vitamin D3 receptor,Ergocalciferol
DB00153,A11CC01,Voltage-dependent calcium channel,Ergocalciferol
NUTR00005,A11CC01,Vitamin D3 receptor,Ergocalciferol
NUTR00005,A11CC01,Voltage-dependent calcium channel,Ergocalciferol
APRD00426,A11CC01,Vitamin D3 receptor,Ergocalciferol
APRD00426,A11CC01,Voltage-dependent calcium channel,Ergocalciferol
DB00158,B03AE02,Folate receptor gamma,Folic acid
DB00158,B03AE02,Folate receptor beta,Folic acid
DB00158,B03AE02,Folate receptor alpha,Folic acid
DB00158,V04CX02,Folate receptor gamma,Folic acid
DB00158,V04CX02,Folate receptor beta,Folic acid
DB00158,V04CX02,Folate receptor alpha,Folic acid
DB00158,B03BB01,Folate receptor gamma,Folic acid
DB00158,B03BB01,Folate receptor beta,Folic acid
DB00158,B03BB01,Folate receptor alpha,Folic acid
DB00158,B03AE01,Folate receptor gamma,Folic acid
DB00158,B03AE01,Folate receptor beta,Folic acid
DB00158,B03AE01,Folate receptor alpha,Folic acid
