atccode,name
G03DA02,Medroxyprogesterone acetate
G03FB06,Medroxyprogesterone acetate
G03FA12,Medroxyprogesterone acetate
L02AB02,Medroxyprogesterone acetate
G03AA17,Medroxyprogesterone acetate
G03AC06,Medroxyprogesterone acetate
A03FA02,Cisapride
M01AB02,Sulindac
G01AE10,Cyclothiazide
C03AB09,Cyclothiazide
C03AA09,Cyclothiazide
J01CR50,Nafcillin
J01CF06,Nafcillin
P01BA01,Chloroquine
J04AD03,Ethionamide
C01CA09,Metaraminol
N02AF01,Butorphanol
C07FX04,Bisoprolol
C07BB07,Bisoprolol
C07AB07,Bisoprolol
C09BX02,Bisoprolol
C09BX04,Bisoprolol
C07FB07,Bisoprolol
P01BF03,Amodiaquine
P01BA06,Amodiaquine
G01AX06,Furazolidone
J04AB04,Rifabutin
N03AC01,Paramethadione
J01AA01,Demeclocycline
D06AA01,Demeclocycline
J01AA20,Demeclocycline
L01XE01,Imatinib
D07AB09,Triamcinolone
R01AD11,Triamcinolone
R03BA06,Triamcinolone
D07BB03,Triamcinolone
A01AC01,Triamcinolone
H02AB08,Triamcinolone
D07CB01,Triamcinolone
S01BA05,Triamcinolone
D07XB02,Triamcinolone
S02CA04,Triamcinolone
C05AA12,Triamcinolone
A14AA08,Oxandrolone
C08CA04,Nicardipine
N05AB02,Fluphenazine
G03BA03,Testosterone
G03EA02,Testosterone
J05AR06,Efavirenz
J05AG03,Efavirenz
J05AR11,Efavirenz
J01XX10,Bacitracin
D06AX05,Bacitracin
R02AB04,Bacitracin
C10AD02,Niacin
C10AD52,Niacin
C10BA01,Niacin
C04AC01,Niacin
N05BA05,Clorazepic acid
M05BB03,Alendronic acid
M05BA04,Alendronic acid
M05BB06,Alendronic acid
M05BB05,Alendronic acid
L01BB06,Clofarabine
D06BB11,Docosanol
N05CM18,Dexmedetomidine
D10AF06,Sulfacetamide
S01AB04,Sulfacetamide
G01AE10,Sulfacetamide
A07EA03,Prednisone
H02AB07,Prednisone
C10AB01,Clofibrate
R06AX11,Astemizole
V04CH01,Inulin
G01AF20,Butoconazole
G01AF15,Butoconazole
C01EB10,Adenosine
A10BH51,Simvastatin
C10AA01,Simvastatin
C10BX04,Simvastatin
C10BA02,Simvastatin
C10BX01,Simvastatin
C10BA04,Simvastatin
L01BA04,Pemetrexed
P02CA51,Mebendazole
P02CA01,Mebendazole
V04CM01,Gonadorelin
H01CA01,Gonadorelin
N01BX02,Dyclonine
R02AD04,Dyclonine
D01AA01,Nystatin
G01AA01,Nystatin
A07AA02,Nystatin
G01AA51,Nystatin
N02AC04,Dextropropoxyphene
N02AC54,Dextropropoxyphene
N02AC74,Dextropropoxyphene
L01XX23,Mitotane
J05AF04,Stavudine
J05AR07,Stavudine
V03AF06,Leucovorin
V03AF03,Leucovorin
R03DA20,Dyphylline
R03DB01,Dyphylline
R03DA51,Dyphylline
R03DA01,Dyphylline
N02AD01,Pentazocine
A06AD04,Magnesium sulfate
V04CC02,Magnesium sulfate
D11AX05,Magnesium sulfate
B05XA05,Magnesium sulfate
A12CC02,Magnesium sulfate
S01EE01,Latanoprost
S01EE51,Latanoprost
G03CC04,Estrone
G03CA07,Estrone
N06AX05,Trazodone
C02BB01,Mecamylamine
V03AE02,Sevelamer
N07BB03,Acamprosate
C09BB10,Verapamil
C08DA51,Verapamil
C08DA01,Verapamil
R06AA10,Trimethobenzamide
D07AB03,Flumethasone
D07BB01,Flumethasone
S02CA02,Flumethasone
D07CB05,Flumethasone
D07XB01,Flumethasone
G01AE10,Sulfametopyrazine
J01ED02,Sulfametopyrazine
L02BB02,Nilutamide
H01CA02,Nafarelin
A01AD01,Epinephrine
R03AK01,Epinephrine
B02BC09,Epinephrine
C01CA24,Epinephrine
S01EA01,Epinephrine
R01AA14,Epinephrine
R03AA01,Epinephrine
S01EA51,Epinephrine
N02CC01,Sumatriptan
G01AE10,Sumatriptan
A02BX03,Pirenzepine
J01DD08,Cefixime
A10BB02,Chlorpropamide
A04AD12,Aprepitant
N06DA04,Galantamine
L02BA01,Tamoxifen
P03AX01,Benzyl benzoate
C09CA01,Losartan
C09DA01,Losartan
C09DB06,Losartan
N05AC02,Thioridazine
C01BG01,Moricizine
G01AA03,Amphotericin B
A07AA07,Amphotericin B
A01AB04,Amphotericin B
J02AA01,Amphotericin B
B01AA03,Warfarin
N05CD08,Midazolam
S01AA12,Tobramycin
J01GB01,Tobramycin
J01MA13,Trovafloxacin
C05BA04,Pentosan polysulfate
G04BX15,Pentosan polysulfate
S02CA07,Fludrocortisone
S01CA06,Fludrocortisone
H02AA02,Fludrocortisone
S03CA05,Fludrocortisone
N05CD01,Flurazepam
C09AA13,Moexipril
C09BA13,Moexipril
V03AB36,Phentolamine
C04AB01,Phentolamine
S01JA01,Fluorescein
S01JA51,Fluorescein
L01DB02,Daunorubicin
L01XY01,Daunorubicin
C03EB01,Furosemide
C03CA01,Furosemide
G01AE10,Furosemide
C03CB01,Furosemide
N02CA02,Ergotamine
N02CA52,Ergotamine
N02CA72,Ergotamine
M03BX02,Tizanidine
J01XE01,Nitrofurantoin
J01XE51,Nitrofurantoin
C04AE02,Nicergoline
C03DA04,Eplerenone
J05AE05,Amprenavir
G01AE10,Methazolamide
S01EC05,Methazolamide
N02AA56,Naltrexone
N07BB04,Naltrexone
A08AA62,Naltrexone
J05AG02,Delavirdine
G04CA52,Tamsulosin
G04CA02,Tamsulosin
G01AE10,Tamsulosin
G04CA54,Tamsulosin
G04CA53,Tamsulosin
L01XD01,Porfimer sodium
N01AH03,Sufentanil
J05AR27,Lamivudine
J05AR02,Lamivudine
J05AR25,Lamivudine
J05AR11,Lamivudine
J05AR07,Lamivudine
J05AR01,Lamivudine
J05AR13,Lamivudine
J05AR12,Lamivudine
J05AR24,Lamivudine
J05AR04,Lamivudine
J05AR16,Lamivudine
J05AR05,Lamivudine
J05AF05,Lamivudine
M05BA06,Ibandronate
M05BB09,Ibandronate
P02CB02,Diethylcarbamazine
M02AA19,Flurbiprofen
M01AE09,Flurbiprofen
R02AX01,Flurbiprofen
S01BC04,Flurbiprofen
J01CR50,Oxacillin
J01CF04,Oxacillin
G04BE07,Apomorphine
N04BC07,Apomorphine
N06AB05,Paroxetine
R03BC03,Nedocromil
R01AC07,Nedocromil
S01GX04,Nedocromil
G03AA05,Norethisterone
G03DC02,Norethisterone
G03AB04,Norethisterone
G03AC01,Norethisterone
G03FA01,Norethisterone
G03FB05,Norethisterone
J05AF08,Adefovir dipivoxil
R06AX09,Azatadine
M05BA02,Clodronic acid
N01BA52,Procaine
C05AD05,Procaine
S01HA05,Procaine
N01BA02,Procaine
C09BA03,Lisinopril
C10BX07,Lisinopril
C09AA03,Lisinopril
C09BB03,Lisinopril
C01CA10,Methoxamine
D06BB10,Imiquimod
A03CB04,Homatropine methylbromide
A03BB06,Homatropine methylbromide
N06AA06,Trimipramine
C01DA02,Nitroglycerin
C01DA52,Nitroglycerin
C05AE01,Nitroglycerin
M03AC09,Rocuronium
D01AC06,Thiabendazole
P02CA02,Thiabendazole
A10BX03,Nateglinide
V03AB04,Pralidoxime
N05AX08,Risperidone
D01AE22,Naftifine
A02BD06,Esomeprazole
A02BC05,Esomeprazole
M01AE52,Esomeprazole
R06AE55,Meclizine
R06AE05,Meclizine
P01CX01,Pentamidine
J01CA18,Hetacillin
J01CR50,Hetacillin
N07XX02,Riluzole
S01CB03,Hydrocortisone
A01AC03,Hydrocortisone
S01BA02,Hydrocortisone
S01CA03,Hydrocortisone
D07AA02,Hydrocortisone
S01BB01,Hydrocortisone
D07XA01,Hydrocortisone
D07BA04,Hydrocortisone
S02CA03,Hydrocortisone
A07EA02,Hydrocortisone
S02BA01,Hydrocortisone
R01AD60,Hydrocortisone
H02AB09,Hydrocortisone
D07CA01,Hydrocortisone
S03CA04,Hydrocortisone
C05AA01,Hydrocortisone
B05CX04,Mannitol
A06AD16,Mannitol
R05CB16,Mannitol
B05BC01,Mannitol
V04CX04,Mannitol
V08CA08,Gadobenic acid
N06BA07,Modafinil
V03AC01,Deferoxamine
N05CM05,Scopolamine
S01FA02,Scopolamine
A04AD01,Scopolamine
A04AD51,Scopolamine
R06AA08,Carbinoxamine
M01AB08,Etodolac
N01BB54,Prilocaine
N01BB04,Prilocaine
S01GX10,Epinastine
R06AX24,Epinastine
N06AF04,Tranylcypromine
N01AB06,Isoflurane
N03AB01,Ethotoin
D10AD51,Tretinoin
L01XX14,Tretinoin
D10AD01,Tretinoin
D08AE01,Hexachlorophene
A04AA04,Dolasetron
B01AC04,Clopidogrel
S02AA08,Tetracycline
A02BD02,Tetracycline
A01AB13,Tetracycline
J01AA07,Tetracycline
S01AA09,Tetracycline
J01AA20,Tetracycline
J01RA08,Tetracycline
S03AA02,Tetracycline
D06AA04,Tetracycline
A02BD08,Tetracycline
J01DH02,Meropenem
J01DH52,Meropenem
A12BA51,Potassium chloride
B05XA01,Potassium chloride
A12BA01,Potassium chloride
L01XX19,Irinotecan
H03BB52,Methimazole
H03BB02,Methimazole
R03AL12,Mometasone
R03AK14,Mometasone
C02KB01,Metyrosine
S01GX09,Olopatadine
R01AC08,Olopatadine
C01EA01,Alprostadil
G04BE01,Alprostadil
A03CA02,Clidinium
P03AX03,Malathion
L01CB01,Etoposide
C03AA02,Hydroflumethiazide
G01AE10,Hydroflumethiazide
C03AH02,Hydroflumethiazide
C03AB02,Hydroflumethiazide
B01AC17,Tirofiban
N03AF02,Oxcarbazepine
N05CM06,Propiomazine
J01FA06,Roxithromycin
J01MB02,Nalidixic acid
N06AF03,Phenelzine
A03AB05,Propantheline
A03CA34,Propantheline
G03FA16,Estradiol
G03FA06,Estradiol
G03FA09,Estradiol
G03FA14,Estradiol
G03CA53,Estradiol
G03FA12,Estradiol
G03FB12,Estradiol
G03FB03,Estradiol
G03FA15,Estradiol
G03FB02,Estradiol
G03FB10,Estradiol
G03FA10,Estradiol
G03EA01,Estradiol
G03FA04,Estradiol
G03FB11,Estradiol
G03FA01,Estradiol
G03FB09,Estradiol
G03FB08,Estradiol
G03EA03,Estradiol
G03AA14,Estradiol
G03AB08,Estradiol
G03FB01,Estradiol
G03FA03,Estradiol
G03FA08,Estradiol
G03FB06,Estradiol
G03EA02,Estradiol
G03AA17,Estradiol
G03FA11,Estradiol
G03FB07,Estradiol
G03FA17,Estradiol
G03FA07,Estradiol
G03FA02,Estradiol
G03HB01,Estradiol
G03FB04,Estradiol
G03FA13,Estradiol
G02BB01,Estradiol
G03CA03,Estradiol
G03FA05,Estradiol
G03FB05,Estradiol
M01AG01,Mefenamic acid
J05AB01,Acyclovir
D06BB03,Acyclovir
S01AD03,Acyclovir
D06BB53,Acyclovir
G02CC02,Naproxen
M02AA12,Naproxen
M01AE56,Naproxen
M01AE52,Naproxen
M01AE02,Naproxen
V08CA01,Gadopentetic acid
C09BX01,Perindopril
C09BA04,Perindopril
C10BX11,Perindopril
C10BX13,Perindopril
C09AA04,Perindopril
C09BX02,Perindopril
C10BX12,Perindopril
C09BB04,Perindopril
C10BX15,Perindopril
C10BX14,Perindopril
C09BX04,Perindopril
L01AD08,Uracil mustard
R06AC04,Tripelennamine
D04AA04,Tripelennamine
D01AE11,Haloprogin
N05CB01,Primidone
N03AA03,Primidone
G01AE10,Sulfasalazine
A07EC01,Sulfasalazine
M02AX02,Tolazoline
C04AB02,Tolazoline
S01AA11,Gentamicin
S02AA14,Gentamicin
D06AX07,Gentamicin
S03AA06,Gentamicin
J01GB03,Gentamicin
D05AX05,Tazarotene
C01CA19,Fenoldopam
N05BA13,Halazepam
N01AH02,Alfentanil
J01XB01,Colistin
A07AA10,Colistin
A03AA07,Dicyclomine
N06AX07,Minaprine
C04AD03,Pentoxifylline
R03DA20,Pentoxifylline
S01HA04,Proparacaine
C03BA11,Indapamide
C09BX01,Indapamide
G01AE10,Indapamide
C10BX13,Indapamide
S01FA06,Tropicamide
S01FA56,Tropicamide
N04AA02,Biperiden
J05AP01,Ribavirin
M01BA01,Phenylbutazone
M01AA01,Phenylbutazone
M02AA01,Phenylbutazone
N01AH01,Fentanyl
N02AB03,Fentanyl
N01AH51,Fentanyl
M01AC56,Meloxicam
M01AC06,Meloxicam
R03AB03,Orciprenaline
R03CB03,Orciprenaline
R03CB53,Orciprenaline
J01MB01,Rosoxacin
N01AX10,Propofol
G01AE10,Acetazolamide
S01EC01,Acetazolamide
G04BE08,Tadalafil
C02KX52,Tadalafil
G04CA54,Tadalafil
P03AA04,Disulfiram
P03AA54,Disulfiram
N07BB01,Disulfiram
G01AA02,Natamycin
D01AA02,Natamycin
A01AB10,Natamycin
S01AA10,Natamycin
A07AA03,Natamycin
J01MB06,Cinoxacin
J01XX01,Fosfomycin
N05BA01,Diazepam
N05AB06,Trifluoperazine
N03AD02,Phensuximide
J01DC04,Cefaclor
G03XB01,Mifepristone
G03XB51,Mifepristone
R06AB51,Brompheniramine
R06AB01,Brompheniramine
A07DA53,Loperamide
A07DA03,Loperamide
N03AG05,Progabide
D07AB21,Clocortolone
A10BB05,Tolazamide
C01CA07,Dobutamine
N05BA04,Oxazepam
N06DA52,Donepezil
N06DA53,Donepezil
N06DA02,Donepezil
N02AF02,Nalbuphine
J04BA01,Clofazimine
D07CC03,Flurandrenolide
D07AC07,Flurandrenolide
A16AA04,Cysteamine
S01XA21,Cysteamine
P02CE01,Levamisole
N03AA01,Methylphenobarbital
N05CB01,Methylphenobarbital
N05AB03,Perphenazine
L01AX04,Dacarbazine
R01BA52,Pseudoephedrine
R01BA02,Pseudoephedrine
L01AX03,Temozolomide
L01XD04,Aminolevulinic acid
D01AE07,Chlorphenesin
D01AE15,Terbinafine
D01BA02,Terbinafine
M01CC01,Penicillamine
D07AA03,Prednisolone
S01CA02,Prednisolone
D07XA02,Prednisolone
A01AC54,Prednisolone
R01AD02,Prednisolone
S01BB02,Prednisolone
R01AD52,Prednisolone
S01CB02,Prednisolone
V03AB05,Prednisolone
S03BA02,Prednisolone
D07BA01,Prednisolone
D07CA03,Prednisolone
S01BA04,Prednisolone
S02BA03,Prednisolone
A07EA01,Prednisolone
H02AB06,Prednisolone
S02CA01,Prednisolone
C05AA04,Prednisolone
S03CA02,Prednisolone
N02BA11,Diflunisal
G04BE09,Vardenafil
A02BA07,Ranitidine
A02BA02,Ranitidine
D11AH01,Tacrolimus
L04AD02,Tacrolimus
C07AA01,Alprenolol
G02CA01,Ritodrine
R05DB01,Benzonatate
G01AE10,Dorzolamide
S01EC03,Dorzolamide
M01AE07,Suprofen
R03CC53,Terbutaline
R03CC03,Terbutaline
R03AC03,Terbutaline
C03XA02,Conivaptan
R05CA03,Guaifenesin
N05AF01,Flupentixol
C09DA02,Eprosartan
C09CA02,Eprosartan
S01XA23,Sirolimus
L04AA10,Sirolimus
R02AA05,Chlorhexidine
S03AA04,Chlorhexidine
D08AC52,Chlorhexidine
D08AC02,Chlorhexidine
S01AX09,Chlorhexidine
D09AA12,Chlorhexidine
B05CA02,Chlorhexidine
A01AB03,Chlorhexidine
S02AA09,Chlorhexidine
J05AR19,Emtricitabine
J05AR08,Emtricitabine
J05AR17,Emtricitabine
J05AF09,Emtricitabine
J05AR09,Emtricitabine
J05AR20,Emtricitabine
J05AR06,Emtricitabine
J05AR03,Emtricitabine
J05AR22,Emtricitabine
J05AR18,Emtricitabine
C03AB04,Chlorothiazide
G01AE10,Chlorothiazide
C03AA04,Chlorothiazide
C03AH01,Chlorothiazide
C09AA06,Quinapril
C09BA06,Quinapril
G03GB02,Clomifene
C01DA08,Isosorbide dinitrate
C01DA58,Isosorbide dinitrate
C05AE02,Isosorbide dinitrate
M05BB07,Risedronic acid
M05BB02,Risedronic acid
M05BB04,Risedronic acid
M05BA07,Risedronic acid
G01AE10,Bumetanide
C03CB02,Bumetanide
C03EB02,Bumetanide
C03CA02,Bumetanide
L01AA05,Mechlorethamine
A04AA02,Granisetron
G03CB01,Dienestrol
G03CC02,Dienestrol
G01AE10,Sulfapyridine
J01EB04,Sulfapyridine
S01HA02,Oxybuprocaine
D04AB03,Oxybuprocaine
J01CR50,Benzylpenicilloyl polylysine
H02AB12,Rimexolone
S01BA13,Rimexolone
N05CD05,Triazolam
V03AB16,Ethanol
V03AZ01,Ethanol
D08AX08,Ethanol
N01AH06,Remifentanil
J05AF02,Didanosine
R03AC17,Bitolterol
R06AD04,Methdilazine
C03CC01,Etacrynic acid
A04AA01,Ondansetron
S01EE03,Bimatoprost
N03AG06,Tiagabine
S01HA01,Cocaine
S02DA02,Cocaine
N01BC01,Cocaine
R02AD03,Cocaine
C01BA01,Quinidine
C01BA51,Quinidine
C01BA71,Quinidine
N03AX15,Zonisamide
G01AE10,Zonisamide
H05BX02,Paricalcitol
J01RA11,Tinidazole
J01RA13,Tinidazole
A02BD09,Tinidazole
J01XD02,Tinidazole
G01AF20,Tinidazole
P01AB02,Tinidazole
A10BD14,Repaglinide
A10BX02,Repaglinide
N01AH05,Anileridine
A10BA01,Phenformin
A10BD01,Phenformin
N04BB01,Amantadine
A02BD11,Metronidazole
D06BX01,Metronidazole
A02BD03,Metronidazole
J01XD01,Metronidazole
J01RA04,Metronidazole
A02BD01,Metronidazole
A02BD15,Metronidazole
J01RA03,Metronidazole
A01AB17,Metronidazole
G01AF20,Metronidazole
J01RA10,Metronidazole
A02BD02,Metronidazole
A02BD13,Metronidazole
G01AF01,Metronidazole
P01AB51,Metronidazole
A02BD08,Metronidazole
P01AB01,Metronidazole
G02AD02,Dinoprostone
N02CC05,Almotriptan
J01XX04,Spectinomycin
S01GX08,Ketotifen
R06AX17,Ketotifen
N07BC01,Buprenorphine
N07BC51,Buprenorphine
N02AE01,Buprenorphine
C01CX08,Levosimendan
J01DC11,Ceforanide
M03BX08,Cyclobenzaprine
C04AX02,Phenoxybenzamine
D05BB01,Etretinate
A02BA03,Famotidine
A02BA53,Famotidine
L01BC07,Azacitidine
G02AD06,Misoprostol
A02BB01,Misoprostol
M01AE56,Misoprostol
C10AC04,Colesevelam
J01AA05,Metacycline
J01AA20,Metacycline
J05AE09,Tipranavir
N05AC03,Mesoridazine
N06AA21,Maprotiline
S01GA04,Oxymetazoline
R01AB07,Oxymetazoline
R01AA05,Oxymetazoline
D01AE12,Salicylic acid
N02BA04,Salicylic acid
N02BA12,Salicylic acid
S01BC08,Salicylic acid
A08AA03,Diethylpropion
R03AK06,Salmeterol
R03AK12,Salmeterol
R03AC12,Salmeterol
M01AG04,Meclofenamic acid
M02AA18,Meclofenamic acid
A03AB07,Methantheline
M03AC05,Hexafluronium
J05AF03,Zalcitabine
S01EB04,Demecarium
B01AC06,Acetylsalicylic acid
C07FX04,Acetylsalicylic acid
C10BX04,Acetylsalicylic acid
M01BA03,Acetylsalicylic acid
N02BA71,Acetylsalicylic acid
C10BX02,Acetylsalicylic acid
B01AC56,Acetylsalicylic acid
N02AJ07,Acetylsalicylic acid
N02AJ02,Acetylsalicylic acid
N02BA01,Acetylsalicylic acid
C10BX05,Acetylsalicylic acid
N02BA51,Acetylsalicylic acid
A01AD05,Acetylsalicylic acid
C10BX01,Acetylsalicylic acid
C07FX03,Acetylsalicylic acid
N02AJ18,Acetylsalicylic acid
C10BX12,Acetylsalicylic acid
C10BX08,Acetylsalicylic acid
C10BX06,Acetylsalicylic acid
C07FX02,Acetylsalicylic acid
B01AA04,Phenprocoumon
L02BA03,Fulvestrant
J01CR50,Mezlocillin
J01CA10,Mezlocillin
N03AX10,Felbamate
R06AX26,Fexofenadine
J04AM04,Isoniazid
J04AM01,Isoniazid
J04AM03,Isoniazid
J04AM02,Isoniazid
J04AC01,Isoniazid
J04AM06,Isoniazid
J04AM05,Isoniazid
J04AM07,Isoniazid
J04AM08,Isoniazid
J04AC51,Isoniazid
N02CC02,Naratriptan
N02CC04,Rizatriptan
J01FA13,Dirithromycin
S01AA23,Netilmicin
J01GB07,Netilmicin
R05DA03,Hydrocodone
G03AA11,Norgestimate
G03FA13,Norgestimate
G03AB09,Norgestimate
L01XA02,Carboplatin
D10AA02,Methylprednisolone
H02AB04,Methylprednisolone
H02BX01,Methylprednisolone
D07CA02,Methylprednisolone
S01CA08,Methylprednisolone
D07AA01,Methylprednisolone
C07CA03,Pindolol
C07AA03,Pindolol
N01BB53,Mepivacaine
N01BB03,Mepivacaine
N05CF03,Zaleplon
S01BC11,Bromfenac
S01EA03,Apraclonidine
V08AD01,Ethiodized oil
C09DB04,Telmisartan
C09CA07,Telmisartan
C09DA07,Telmisartan
R06AX27,Desloratadine
C02AB01,Methyldopa
A03AE01,Alosetron
L01DA01,Dactinomycin
D01AE13,Selenium Sulfide
R06AX19,Azelastine
S01GX07,Azelastine
R01AC03,Azelastine
C10BA02,Ezetimibe
C10BA05,Ezetimibe
C10AX09,Ezetimibe
C10BA06,Ezetimibe
B01AC07,Dipyridamole
J01FA15,Telithromycin
G03AA15,Ethinylestradiol
G03AA11,Ethinylestradiol
L02AA03,Ethinylestradiol
G03AA12,Ethinylestradiol
G03AA16,Ethinylestradiol
G03AB02,Ethinylestradiol
G03CA01,Ethinylestradiol
G03AA03,Ethinylestradiol
G03AA10,Ethinylestradiol
G03AB04,Ethinylestradiol
G03AB01,Ethinylestradiol
G03AB07,Ethinylestradiol
G03AA13,Ethinylestradiol
G03AA06,Ethinylestradiol
G03AA08,Ethinylestradiol
G03AA02,Ethinylestradiol
G03AA04,Ethinylestradiol
G03AA09,Ethinylestradiol
G03AB09,Ethinylestradiol
G03AA07,Ethinylestradiol
G03AB03,Ethinylestradiol
G03AA05,Ethinylestradiol
G03AB05,Ethinylestradiol
G03AB06,Ethinylestradiol
G03AA01,Ethinylestradiol
S01AE04,Lomefloxacin
J01MA07,Lomefloxacin
S01FA54,Cyclopentolate
S01FA04,Cyclopentolate
N05CH02,Ramelteon
S01EB05,Physostigmine
V03AB19,Physostigmine
D10AD04,Isotretinoin
D10AD54,Isotretinoin
D10BA01,Isotretinoin
R03AL09,Formoterol
R03AL05,Formoterol
R03AK09,Formoterol
R03AL10,Formoterol
R03AL11,Formoterol
R03AL07,Formoterol
R03AK08,Formoterol
R03AC13,Formoterol
R03AK07,Formoterol
R03AK11,Formoterol
R03AL09,Glycopyrronium
R03AL04,Glycopyrronium
R03BB06,Glycopyrronium
D11AA01,Glycopyrronium
A03AB02,Glycopyrronium
R03AL11,Glycopyrronium
R03AL07,Glycopyrronium
A03CA05,Glycopyrronium
R03AL12,Glycopyrronium
L01BC01,Cytarabine
L01XY01,Cytarabine
C01CA04,Dopamine
N06DA03,Rivastigmine
L02BG06,Exemestane
M01AE12,Oxaprozin
L01XD03,Methyl aminolevulinate
L04AX01,Azathioprine
A07AA51,Neomycin
R02AB01,Neomycin
J01GB05,Neomycin
D06AX04,Neomycin
S03AA01,Neomycin
A01AB08,Neomycin
A07AA01,Neomycin
S02AA07,Neomycin
B05CA09,Neomycin
S01AA03,Neomycin
M01CB03,Auranofin
N03AX12,Gabapentin
L01DB01,Doxorubicin
N02CC07,Frovatriptan
C09BX03,Hydrochlorothiazide
C03AX01,Hydrochlorothiazide
C03AB03,Hydrochlorothiazide
C09DX03,Hydrochlorothiazide
C03EA01,Hydrochlorothiazide
C09DX06,Hydrochlorothiazide
C09XA52,Hydrochlorothiazide
G01AE10,Hydrochlorothiazide
C09DX01,Hydrochlorothiazide
C03AA03,Hydrochlorothiazide
C09XA54,Hydrochlorothiazide
C09DX07,Hydrochlorothiazide
J01CR50,Cyclacillin
R03AK04,Salbutamol
R03AC02,Salbutamol
R03CC02,Salbutamol
R03AK13,Salbutamol
R03AL02,Salbutamol
N01BB10,Levobupivacaine
R03AK05,Cromoglicic acid
R03AK04,Cromoglicic acid
R03BC01,Cromoglicic acid
R01AC51,Cromoglicic acid
S01GX51,Cromoglicic acid
R01AC01,Cromoglicic acid
S01GX01,Cromoglicic acid
D11AH03,Cromoglicic acid
A07EB01,Cromoglicic acid
J05AB06,Ganciclovir
S01AD09,Ganciclovir
L01XX05,Hydroxyurea
L02BG04,Letrozole
G01AF20,Tioconazole
D01AC07,Tioconazole
G01AF08,Tioconazole
L01AB01,Busulfan
M01AE03,Ketoprofen
M02AA10,Ketoprofen
M01AE53,Ketoprofen
V04CX07,Edrophonium
V04CD01,Metyrapone
H05BX01,Cinacalcet
A07EC04,Balsalazide
J04AM08,Sulfamethoxazole
J01EE01,Sulfamethoxazole
G01AE10,Sulfamethoxazole
J01EC01,Sulfamethoxazole
A10BB01,Glyburide
J01AA08,Minocycline
J01AA20,Minocycline
A01AB23,Minocycline
C02AC02,Guanfacine
N07AB02,Bethanechol
C01DA14,Isosorbide mononitrate
G01AE10,Trichlormethiazide
C03AA06,Trichlormethiazide
C03EA02,Trichlormethiazide
C03AB06,Trichlormethiazide
B02BA01,Phylloquinone
C07FB02,Felodipine
C08CA02,Felodipine
C09BB05,Felodipine
L04AA06,Mycophenolic acid
A01AD07,Amlexanox
R03DX01,Amlexanox
G01AF11,Ketoconazole
G01AF20,Ketoconazole
J02AB02,Ketoconazole
D01AC08,Ketoconazole
N02BG09,Methoxyflurane
C09CA04,Irbesartan
C09DB05,Irbesartan
C09DA04,Irbesartan
C09DX07,Irbesartan
L01XX17,Topotecan
M04AB01,Probenecid
G01AE10,Probenecid
L01BB02,Mercaptopurine
R03DA20,Mercaptopurine
C01BA02,Procainamide
G04BD07,Tolterodine
N04BD01,Selegiline
C10BA03,Fenofibrate
C10AB05,Fenofibrate
C10BA09,Fenofibrate
C10BA04,Fenofibrate
L04AX02,Thalidomide
L01AA03,Melphalan
N06DA52,Memantine
N06DX01,Memantine
N06DA53,Memantine
S01AE06,Gatifloxacin
J01MA16,Gatifloxacin
J04AM02,Rifampicin
J04AB02,Rifampicin
J04AM06,Rifampicin
J04AM05,Rifampicin
J04AM07,Rifampicin
A06AX03,Lubiprostone
C05AA11,Fluocinonide
D07AC08,Fluocinonide
D07CC05,Fluocinonide
J05AR13,Abacavir
J05AR02,Abacavir
J05AR04,Abacavir
J05AF06,Abacavir
G02CC01,Ibuprofen
C01EB16,Ibuprofen
M01AE01,Ibuprofen
M02AA13,Ibuprofen
R02AX02,Ibuprofen
N02AJ08,Ibuprofen
N02AJ19,Ibuprofen
M01AE51,Ibuprofen
J01CR50,Benzylpenicillin
J01CE01,Benzylpenicillin
S01AA14,Benzylpenicillin
J01CE08,Benzylpenicillin
C08CA08,Nitrendipine
C09BB06,Nitrendipine
C01BB03,Tocainide
S01EB03,Echothiophate
P02BA01,Praziquantel
J01RA13,Norfloxacin
S01AE02,Norfloxacin
J01MA06,Norfloxacin
A02BD12,Amoxicillin
A02BD14,Amoxicillin
J01CR50,Amoxicillin
A02BD04,Amoxicillin
A02BD07,Amoxicillin
A02BD13,Amoxicillin
A02BD10,Amoxicillin
A02BD05,Amoxicillin
A02BD03,Amoxicillin
A02BD01,Amoxicillin
A02BD15,Amoxicillin
A02BD06,Amoxicillin
J01CA04,Amoxicillin
A02BD11,Amoxicillin
J01CR50,Azlocillin
J01CA09,Azlocillin
G04BD04,Oxybutynin
N05AB07,Acetophenazine
C01CA02,Isoprenaline
R03AK02,Isoprenaline
R03AB02,Isoprenaline
R03CB01,Isoprenaline
R03CB51,Isoprenaline
N05CH01,Melatonin
J01DD16,Cefditoren
A10BB07,Glipizide
N03AE01,Clonazepam
R06AD52,Promethazine
D04AA10,Promethazine
V03AB05,Promethazine
R06AD02,Promethazine
A11CC02,Dihydrotachysterol
R06AD07,Mequitazine
J05AE08,Atazanavir
J05AR15,Atazanavir
J05AR23,Atazanavir
L01BB05,Fludarabine
C08EX02,Perhexiline
D04AA32,Diphenhydramine
R06AA02,Diphenhydramine
D04AA33,Diphenhydramine
R06AA52,Diphenhydramine
C10BX15,Atorvastatin
C10AA05,Atorvastatin
C10BX03,Atorvastatin
C10BA05,Atorvastatin
C10BX11,Atorvastatin
